Rank,Author,Title,Citations,Year,Source,cit/year
82,"Lewin, B Regine, E Mitleto",The core of adaptive organisations,39,2003,http://www.academia.edu/download/28126541/Complex_Systems_on_Organizations.pdf#page=184,2
32,Austin,Antitrust Reaction to the Merger Wave: The Revolution vs. the Counterrevolution,34,1987,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/nclr66&section=43,1
17,Jooma,"Robinson Crusoe Inc (Corporates): Domestic economy, incest and the trope of cannibalism",29,1997,https://www.tandfonline.com/doi/abs/10.1080/10436929708580191,1
102,M NCOS,Enclaved knowledge: Indigent and indignant representations of environmental management and development among the Kalasha of Pakistan,28,2000,https://books.google.com/books?hl=en&lr=&id=FS7dkOgNGT0C&oi=fnd&pg=PA253&dq=greedy+feed+foreward&ots=F2ro8wPBt9&sig=1E94he4CnQRDf9wOzlw7VRPrhas,1
94,Levene,Climate blues: Or how awareness of the human end might re-instil ethical purpose to the writing of history,26,2013,https://read.dukeupress.edu/environmental-humanities/article-abstract/2/1/147/61621,3
62,Young,Love of Fame the Universal Passion..,25,1750,https://books.google.com/books?hl=en&lr=&id=FbFcguKJ_B0C&oi=fnd&pg=PA1&dq=greedy+feed+foreward&ots=HjzX4In1C4&sig=JQIadqjlMyHYRwz59PzsnwvRrAI,0
9,Harris,Growing points in psycho-analysis inspired by the work of Melanie Klein,23,1982,https://www.tandfonline.com/doi/pdf/10.1080/00754178208256766,1
91,Lugger,Could not catch title,22,0,"Look manually at: https://scholar.google.com/scholar?start=80&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
76,Goodall,Could not catch title,19,2001,"Look manually at: https://scholar.google.com/scholar?start=60&q=greedy+feed+foreward&hl=en&as_sdt=0,5",1
51,Marshall,'Transfigured to His Likeness': Sensible Transcendentalism in Christina Rossetti's' Goblin Market',15,1994,https://www.utpjournals.press/doi/abs/10.3138/utq.63.3.429,1
105,Harrie,Gregory Bateson's “uncovery” of ecological aesthetics,13,2008,https://link.springer.com/chapter/10.1007/978-1-4020-6706-8_11,1
6,Davey,Six readings of Olson's Maximus,11,1973,https://www.jstor.org/stable/302762,0
37, O'Brien,Death Penalty Stories: Lessons in Life-Saving Narratives,10,2008,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/umkc77&section=35,1
2,"HITOKOTO, M SAKURABA, Y SEI",Development of the real-time river stage prediction method using deep learning,9,2017,https://www.jstage.jst.go.jp/article/journalofjsce/5/1/5_422/_article/-char/ja/,2
104, Tyagi,The invincible deadly mosquitoes,9,2004,https://books.google.com/books?hl=en&lr=&id=4g9fDwAAQBAJ&oi=fnd&pg=PP1&dq=greedy+feed+foreward&ots=HIrALQ-pah&sig=p7FQE5R2y3WHhddMNxJbJiT2b6E,1
55, Berryhill,"Creation, Liberation, and Property: Virtues and Values Toward a Theocentric Earth Ethic",9,2003,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/regulr16&section=6,0
70,Walker,Re-reading the Femme Fatale in Film Noir: an evolutionary perspective,8,2006,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.530.1832&rep=rep1&type=pdf,1
65,Chiari,The Circulation of Knowledge in Early Modern English Literature,7,2015,https://books.google.com/books?hl=en&lr=&id=eBiyCQAAQBAJ&oi=fnd&pg=PR7&dq=greedy+feed+foreward&ots=PCdCwa5PB6&sig=868--fgJy_tqxAY1fSZ4aBRGORI,1
81,M Ali,"Performance of Women Police, Tamil Nadu",6,2006,https://books.google.com/books?hl=en&lr=&id=7k4WqqS_zrEC&oi=fnd&pg=PA9&dq=greedy+feed+foreward&ots=JrrSYtX3xp&sig=qTtC5kkQkXCoqdhEEpFKmCwjjF0,0
21, Harris,Violence and Disruption in Society,6,1990,https://www.bps.lk/olib/wh/wh392_Harris_Violence-and-Disruption-In-Society.pdf,0
7,"More, E Todarello",Business education and spirituality–the MBA with no greed,6,2013,https://www.emerald.com/insight/content/doi/10.1108/20412561311324041/full/html,1
110,McHenry,Hungry for peace,6,2012,http://foodnotbombs.net/hungry_for_peace_book.pdf,1
50, Snouffer,Nonresident Alien Inheritance Statutes and Foreign Policy-A Conflict,5,1967,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/orglr47&section=43,0
107, Andrews,The red fox in Iowa,5,1980,https://www.iowadnr.gov/Portals/idnr/uploads/Hunting/book_red_fox.pdf,0
22,Harinanda,Yoga and The Portal,5,2002,https://books.google.com/books?hl=en&lr=&id=rpamu1q0vxEC&oi=fnd&pg=PT3&dq=greedy+feed+foreward&ots=WDN9sPeQqG&sig=e1f8aWcPF7NFv8ThP6LFPpMwuEs,0
106, Ruhela,Sri Shirdi Sai Baba: The Universal Master,5,2015,https://books.google.com/books?hl=en&lr=&id=LelNCwAAQBAJ&oi=fnd&pg=PT5&dq=greedy+feed+foreward&ots=Nmz4Qg-wng&sig=geaepSM658ABVVfWSVDvt5-x6RM,1
85,Young,Love of Fame: The Universal Passion. In Seven Characteristical Satires,5,1728,https://books.google.com/books?hl=en&lr=&id=TSE_AQAAMAAJ&oi=fnd&pg=PA9&dq=greedy+feed+foreward&ots=bNSGjSwGqx&sig=X3r1jFFmE0cBWkaNQP3BzIY6sRM,0
43,S Meng,What profits for a man to gain: Just (the) price (of the soul),5,2005,http://www.marketsandmorality.com/index.php/mandm/article/view/364,0
59,Pope,"An Essay on Man: Being the First Book of Ethic Epistles. To Henry St. John, L. Bolingbroke",5,1734,https://books.google.com/books?hl=en&lr=&id=PhVgAAAAcAAJ&oi=fnd&pg=PA12&dq=greedy+feed+foreward&ots=DSkdatljPE&sig=ThRw-7WB1SAZTkntDH_tIJmkGLs,0
10,Steadman,Could not catch title,5,1998,"Look manually at: https://scholar.google.com/scholar?start=0&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
49,Hadwen,The Case Against Vaccination,4,0,http://pro-decizii-informate.ro/wp-content/uploads/2015/07/1896-Dr-Walter-Hadwen-The-case-against-vaccination.pdf,0
100, Gandhi,The Rise of Jainism and its Adoption by the Vaishyas of India: a Case Study in Sanskritisation and Status Mobility,4,1977,https://journals.sagepub.com/doi/abs/10.1177/003776867702400204,0
15, Riddell,"Urban bias, redistribution, and state collapse: the lessons of Sierra Leone",4,2016,https://www.taylorfrancis.com/books/e/9781315847795/chapters/10.4324/9781315847795-14,1
93,Evans,Body image and the construction of identity,3,2005,https://books.google.com/books?hl=en&lr=&id=KzVEBgAAQBAJ&oi=fnd&pg=PA38&dq=greedy+feed+foreward&ots=lXUir3N7su&sig=o4qKRU0xNSpWGekiX59y2vpLOtg,0
75,Hurwitz,Multi-agent modelling using intelligent agents in competitive games,3,2006,http://wiredspace.wits.ac.za/handle/10539/5755,0
64,Lathrop,"Herland revisited: narratives of motherhood, domesticity, and physical emancipation in Charlotte Perkins Gilman's feminist utopia",3,2006,https://go.gale.com/ps/i.do?id=GALE%7CA173922136&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=07351909&p=AONE&sw=w,0
5,Pollock,Shakespeare and the Atomist Heritage,3,2016,https://www.taylorfrancis.com/books/e/9781315614724/chapters/10.4324/9781315614724-10,1
86,"Huesemann, J Huesemann",Techno-fix,3,2011,http://thegreatstory.org/techno-fix.pdf,0
74, Reder,"Seeing tongue, tasting eye: words as food in American verse",2,2009,http://search.proquest.com/openview/d3bf371392c3a991ab66a44355e83151/1?pq-origsite=gscholar&cbl=18750&diss=y,0
83, Madden,Paths of Western Law After Justinian,2,2012,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/wjpl22&section=37,0
95,Thomson,"Poems, in the Scottish dialect",2,1801,https://books.google.com/books?hl=en&lr=&id=xd4IAAAAQAAJ&oi=fnd&pg=PA10&dq=greedy+feed+foreward&ots=9JvWgAGaZV&sig=uL8BtGDHcC8V_40FWH29DQnC_FQ,0
3,Moore,Faithful Finances 101: From the Poverty of Fear and Greed to the Riches of Spiritual Investing,2,2005,https://books.google.com/books?hl=en&lr=&id=TfSCK3WSRxoC&oi=fnd&pg=PR5&dq=greedy+feed+foreward&ots=i1vQsHba59&sig=OZyJn6I_taXyqRdKatnFxdIzdUg,0
67,"Budge, P Didur",Women and War: A Selected Bibliography,2,1990,https://www.jstor.org/stable/24780445,0
18,Brown,A Feminist Analysis of Human and Animal Oppression: Intersectionality Among Species,2,2016,http://cedar.wwu.edu/cgi/viewcontent.cgi?article=1234&context=scholwk,0
30,Pastoll,Motivating People to Learn:... and Teachers to Teach,2,2009,https://books.google.com/books?hl=en&lr=&id=s9mVAgAAQBAJ&oi=fnd&pg=PT6&dq=greedy+feed+foreward&ots=ni4dLnblIf&sig=yptPzEgoCA_HVD-WWfHBSdosl9Y,0
25,Ellmann,"Eating, Obesity and Literature",1,2015,https://books.google.com/books?hl=en&lr=&id=h5bwCAAAQBAJ&oi=fnd&pg=PA58&dq=greedy+feed+foreward&ots=lz4UF9pQMW&sig=Pndul5Q-ycC9rAv-aDJe6OKkSGQ,0
26, Traylor,"William Allen White and his democracy, 1919-1944.",1,1978,https://shareok.org/bitstream/handle/11244/4439/7817920.PDF?sequence=1,0
69,W Murray,Micro-net: The Parallel Path Artificial Neuron,1,2007,https://pdfs.semanticscholar.org/5e42/540ed4e5f98f62a4a82bd837b38bf07d43a3.pdf,0
41, Buttigieg,Malta in the throes of modernity and postmodernity: a review article,1,1996,https://www.um.edu.mt/library/oar/bitstream/123456789/16999/1/Malta%20in%20the%20Throes%20of%20Modernity%20and%20Postmodernity%20-%20A%20Review%20Article.pdf,0
111, Watson,Branding the Native: The Indigenous Condition in Contemporary Peruvian Literature,0,2013,https://vtechworks.lib.vt.edu/handle/10919/22019,0
80,Lush,"Swing Beam: My Father's Story of Life on the Farm and the Barns He Loved and Lost--An Arts-informed, Life History Perspective",0,2013,https://pdfs.semanticscholar.org/7d65/c830102ba0dc413cf38797d9807d80d5e9a4.pdf,0
79,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=60&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
103,"Dellecese, K Stam, R Lizardi, R Kahn",Comic Books as American Propaganda During World War II,0,2018,https://dspace.sunyconnect.suny.edu/handle/1951/70210,0
101,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=80&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
84," Decker, RA Howard, JW Kelley",Let's Go Fishing,0,1991,https://ecommons.cornell.edu/handle/1813/9492,0
92, Douglas,The American Megastate,0,2017,https://www.taylorfrancis.com/books/e/9781315133287/chapters/10.4324/9781315133287-1,0
98,Gora,Archive for the 'Uncategorized'Category,0,1852,https://iolani.wordpress.com/category/uncategorized/page/7/?iframe=true&width=80%25&height=80%25,0
97,Gora,IOLANI–The Royal Hawk,0,1852,https://iolani.wordpress.com/page/7/,0
88, Straughn,Sakha-English Dictionary Сахалыы-Англиялыы Тылдьыта,0,2006,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.731.145&rep=rep1&type=pdf,0
108,Echeverria,What of the Siren Who Has No Song? Lessons from the Basque Lamina.,0,2016,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=0043373X&AN=116340877&h=ReLMhGaLiYb1GsKMDY15%2BatpJdDiwbUCFKBzfEpD9Fw2jS2Q7i8wKu3ylTzqKQ1N6hdR2KJ%2FYvpGWMyzNR5Kyw%3D%3D&crl=c,0
89, Bond,"Loves, Languages, and Lives: An Exhibit from the Library of Leonard and Virginia Woolf",0,0,http://www.academia.edu/download/6269297/15.pdf#page=47,0
90,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=70&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
109,"Bertasi, S Shah",THE ROAD TO PARIS,0,2016,https://scholar.valpo.edu/cgi/viewcontent.cgi?article=1154&context=jvbl,0
1,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
57,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=40&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
77,Garve,"People in the Park: Reconciling Residents, Tourism, and Conservation in Shey-Phoksundo National Park, Nepal",0,1998,https://cedar.wwu.edu/wwu_honors/142/,0
23, Comella,The Power of Bowen Family Systems Theory to Address Public Policy Questions,0,2013,https://www.csnsf.org/family-systems-forum/selected-archives/,0
33,BENKEN,r_ruit; ion· up 3.8 percent,0,1999,http://www.exhibit.xavier.edu/cgi/viewcontent.cgi?article=3814&context=student_newspaper,0
31,Shaw,Trilogy Bodies,0,2010,https://brill.com/view/book/9789042029743/B9789042029743-s003.xml,0
29, Roede,Growing knowledge and understanding of dichromatism and sex reversal,0,0,http://repository.naturalis.nl/document/547884,0
28,McNamara,Reflections on Bernard Shaw and the Twenty-First Century Dublin Stage,0,2018,https://link.springer.com/chapter/10.1057/978-1-137-58588-2_59,0
27, Bijral,An Indian Past of the Great War: Subaltern History in Across the Black Waters,0,2015,https://journals.sagepub.com/doi/abs/10.1177/2230807515572214,0
24,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=10&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
20,Angles,Mosaic (1992-1993),0,1993,https://kb.osu.edu/bitstream/handle/1811/61561/1/Mosaic_1993.pdf,0
36,Ross,Consciousness V Catastrophe,0,2016,https://books.google.com/books?hl=en&lr=&id=2Ke7DAAAQBAJ&oi=fnd&pg=PT10&dq=greedy+feed+foreward&ots=MRPH87gKJ1&sig=-deOKPGPRPb8Z_kq-2SIOgb5mvw,0
16,Mol,The DPSIR framework and Atlantic Bluefin Tuna overfishing,0,0,https://www.researchgate.net/profile/Ton_Mol2/publication/286441138_The_DPSIR_framework_and_Atlantic_Bluefin_Tuna_overfishing/links/5cc7e8c34585156cd7bbc461/The-DPSIR-framework-and-Atlantic-Bluefin-Tuna-overfishing.pdf,0
13,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
12,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
11,Curry,Our Common Earth: The Local and Global Flow of Narrative in A River of Stories,0,2013,https://muse.jhu.edu/article/496253/summary,0
8," Elizabeth More, E Zhuravleva","… ON CATHOLIC SOCIAL THOUGHT AND BUSINESS EDUCATION, 2012 “BUSINESS EDUCATION AND SPIRITUALITY–THE MBA WITH NO GREED”",0,0,https://pdfs.semanticscholar.org/39cd/bc32008f5675196578a5e5a8deb4ae1592f5.pdf,0
4,Botesc,FEEDING ON OLD MYTHS: ANGELA CARTER'S VAMPIRE TEXTS,0,2006,https://www.ceeol.com/search/article-detail?id=13996,0
35,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=20&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
38,Dan,Spiritual Quests and Obstacles. A Cultural Paradigm,0,2018,https://www.ceeol.com/search/article-detail?id=734335,0
73,Stanciu,Spiritual quests and obstacles—an interdisciplinary approach,0,2014,http://rep.ksu.kz/handle/data/6399,0
54,I EP35599,UMT,0,1968,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.876.814&rep=rep1&type=pdf,0
72, Wilkinson,“One Ring to bring them all and in the darkness bind them”–Was rationalising his experience of war the unacknowledged purpose of Tolkien's main works?,0,2015,http://hendersonlegal.co.uk/wp-content/uploads/2016/07/Tolkiens-experiences-of-war.pdf,0
68,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=50&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
66, Pinkham,Brazen idols,0,1993,http://scholarworks.rit.edu/cgi/viewcontent.cgi?article=4616&context=theses,0
63,Corazzo,Semiotics 1993,0,0,https://www.pdcnet.org/cpsem/content/cpsem_1993_0445_0464,0
61, Hebert,"Red eye, the cauldron of morning| A study of the later poetry of Sylvia Plath",0,1968,https://scholarworks.umt.edu/cgi/viewcontent.cgi?article=4396&context=etd,0
56,Kim,Korean memories of historical shame and the “Japanese mother of Korean War orphans”,0,2015,https://books.google.com/books?hl=en&lr=&id=staoCgAAQBAJ&oi=fnd&pg=PA128&dq=greedy+feed+foreward&ots=86vLzFcuFT&sig=qsg8S4_6EX_HBE6IKVWYvwP536U,0
53," David, E Urwin",Engineering Peace: Translating Tactical Success into Political Order,0,0,http://pksoi.armywarcollege.edu/default/assets/File/CA%20issue%20paper%20volume%20IV.pdf#page=64,0
42,Dinatale,Cultural Power and Utopianism in Laurie Halse Anderson's Prom and MT Anderson's Feed,0,2009,https://digitalcommons.georgiasouthern.edu/etd/1031/,0
52,Uebersax,Healthy and Unhealthy Communication Patterns Within the US Political Spectrum,0,0,https://satyagraha.wordpress.com/page/3/,0
48, Freydberg,A Raisin in the Sun: After 25 Years More Significant Than Ever,0,1988,https://www.jstor.org/stable/40545519,0
47,Dan,An Encounter with the Shadow,0,2008,https://www.ceeol.com/search/article-detail?id=720334,0
46,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=30&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
45, Smith,Wobblies in Washington: The Radicalism and Downfall of the IWW in the Northwest,0,2014,http://digitalcommons.tacoma.uw.edu/cgi/viewcontent.cgi?article=1007&context=history_theses,0
44,Cordova,Mortality and Meals: The Black Death's Impact on Diet in England,0,2019,https://digitalcommons.tacoma.uw.edu/history_theses/36/,0
112,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=90&q=greedy+feed+foreward&hl=en&as_sdt=0,5",0
