Rank,Author,Title,Citations,Year,Source,cit/year
65,"Sengupta, T Chakraborti, S Sreedharan…",RADAR—A Proactive Decision Support System for Human-in-the-Loop Planning,24,2017,https://www.aaai.org/ocs/index.php/FSS/FSS17/paper/viewPaper/16028,6
76,"Smith, V Kumar, J Boy",Closing the loop: User-centered design and evaluation of a human-in-the-loop topic modeling system,23,2018,https://dl.acm.org/doi/abs/10.1145/3172944.3172965,8
62,"Lage, A Ross, SJ Gershman, B Kim…",Human-in-the-loop interpretability prior,23,2018,http://papers.nips.cc/paper/8219-human-in-the-loop-interpretability-prior,8
85,"Park, J Clare, V Spicer, PL Brantingham…",Examining context-specific perceptions of risk: exploring the utility of “human-in-the-loop” simulation models for criminology,22,2012,https://link.springer.com/article/10.1007/s11292-011-9132-x,2
104,"Satoh, K Matsumoto, T Fujii, O Sato, N Gemma…",Rapid genotyping of carcinogenic human papillomavirus by loop-mediated isothermal amplification using a new automated DNA test (Clinichip HPV™),22,2013,https://www.sciencedirect.com/science/article/pii/S0166093412003734,3
90,"Pinto, T Mettler, M Taisch",Managing supplier delivery reliability risk under limited information: Foundations for a human-in-the-loop DSS,22,2013,https://www.sciencedirect.com/science/article/pii/S0167923612002886,3
81,"Zeiler, D Vissers, R Maaijen…",Occupants' behavioural impact on energy consumption:'human-in-the-loop'comfort process control,22,2014,https://www.tandfonline.com/doi/abs/10.1080/17452007.2013.837252,3
71," Rader, ML Reagan",Human-in-the-loop operations over time delay: lessons learned,22,2013,https://arc.aiaa.org/doi/pdf/10.2514/6.2013-3520,3
70,"Zhang, M Nakamura",Neural network-based hybrid human-in-the-loop control for meal assistance orthosis,22,2006,https://ieeexplore.ieee.org/abstract/document/1605265/,1
103," Lee, C Brasil, J Homola…","Benefits and feasibility of the flexible airspace management concept: a human-in-the-loop evaluation of roles, procedures, and tools",21,2011,https://humansystems.arc.nasa.gov/publications/Lee-Final-Paper-4-7-11.pdf,2
80,Rosenberg,"Artificial Swarm Intelligence, a Human-in-the-loop approach to AI",21,2016,https://www.aaai.org/ocs/index.php/AAAI/AAAI16/paper/viewPaper/12087,4
87,"Croce, P Gallo, D Garlisi, L Giarré…",ARIANNA: A smartphone-based navigation system with human in the loop,20,2014,https://ieeexplore.ieee.org/abstract/document/6961318/,3
95,"Gaham, B Bouzouia, N Achour",Human-in-the-Loop Cyber-Physical Production Systems Control (HiLCP2sC): A Multi-objective Interactive Framework Proposal,20,2015,https://link.springer.com/chapter/10.1007/978-3-319-15159-5_29,3
78,"Callantine, E Palmer…",Human-in-the-loop simulation of trajectory-based terminal-area operations,20,0,https://human-factors.arc.nasa.gov/publications/Callantine2010-HITL_of_Trajectory_Based_Terminal_Operations.PDF,0
79," Lin, MH Khong, YC Liu",Experiments on human-in-the-loop coordination for multirobot system with task abstraction,20,2015,https://ieeexplore.ieee.org/abstract/document/7076652/,3
106," Consiglio, SR Wilson, J Sturdy, JL Murdoch…",Human in the loop simulation measures of pilot response delay in a self-separation concept of operations,19,2010,https://ntrs.nasa.gov/search.jsp?R=20100033613,2
83," Doan, A Ardalan, J Ballard, S Das…",Human-in-the-loop challenges for entity matching: A midterm report,19,2017,https://dl.acm.org/doi/abs/10.1145/3077257.3077268,5
84," Tsiropoulou, A Thanou, S Papavassiliou",Quality of Experience-based museum touring: A human in the loop approach,19,2017,https://link.springer.com/article/10.1007/s13278-017-0453-2,5
69,"Abel, J Salvatier, A Stuhlmüller, O Evans",Agent-agnostic human-in-the-loop reinforcement learning,19,2017,https://arxiv.org/abs/1701.04079,5
74,"Chipalkatty, M Egerstedt",Human-in-the-loop: Terminal constraint receding horizon control with human inputs,18,2010,https://ieeexplore.ieee.org/abstract/document/5509715/,2
105,"Tang, Q Zhao, R Yang",Stability control for a walking-chair robot with human in the loop,18,2009,https://journals.sagepub.com/doi/abs/10.5772/6769,2
82," Lam, SS Sastry",A POMDP framework for human-in-the-loop system,17,2014,https://ieeexplore.ieee.org/abstract/document/7040333/,2
96,"Domaszewicz, S Lalis, A Pruszkowski…",Soft actuation: Smart home and office with human-in-the-loop,17,2016,https://ieeexplore.ieee.org/abstract/document/7389262/,3
101," Maestre, PJ van Overloop…",Human in the loop model predictive control: An irrigation canal case study,16,2014,https://ieeexplore.ieee.org/abstract/document/7040151/,2
108," Van Overloop, JM Maestre…",Human-in-the-Loop Model Predictive Control of an Irrigation Canal [Applications of Control],15,2015,https://ieeexplore.ieee.org/abstract/document/7156257/,2
93,"Xin, L Ma, J Liu, S Macke, S Song…",Accelerating human-in-the-loop machine learning: challenges and opportunities,15,2018,https://dl.acm.org/doi/abs/10.1145/3209889.3209897,5
86,"Herman, D Iglesias",Human-in-the loop issues for demining,14,1999,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/3710/0000/Human-in-the-loop-issues-for-demining/10.1117/12.357101.short,1
102,Nahavandi,Trusted autonomy between humans and robots: Toward human-on-the-loop in robotics and autonomous systems,14,2017,https://ieeexplore.ieee.org/abstract/document/7815473/,4
100, Zanzotto,Human-in-the-loop Artificial Intelligence,14,2019,http://www.jair.org/index.php/jair/article/view/11345,7
107,"Bauckhage, M Hanheide, S Wrede, T Käster…",Vision Systems with the Human in the Loop,13,2005,https://link.springer.com/article/10.1155/ASP.2005.2375,1
109,"DHZ Changfu, C Minglan",PROGRESS OF THE HUMAN-VEHICLE CLOSED-LOOP SYSTEM MANOEUVRABILITY'S EVALUATION AND OPTIMIZATION,13,2003,http://en.cnki.com.cn/Article_en/CJFDTotal-JXXB200310008.htm,1
94,"Bringes, Y Lin, Y Sun, R Alqasemi",Determining the benefit of human input in human-in-the-loop robotic systems,13,2013,https://ieeexplore.ieee.org/abstract/document/6628447/,2
97, Demirel,Modular human-in-the-loop design framework based on human factors,13,2015,http://search.proquest.com/openview/5bfe941a035d32421496df2a1489ac07/1?pq-origsite=gscholar&cbl=18750&diss=y,2
98,"Pretlove, C Skourup",Human in the loop,10,2007,https://pdfs.semanticscholar.org/5b60/17cedb2948dee208b5cda26f250782823ce8.pdf,1
44,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=30&q=human+in+the+loop&hl=en&as_sdt=0,5",0
99,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=80&q=human+in+the+loop&hl=en&as_sdt=0,5",0
11,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=human+in+the+loop&hl=en&as_sdt=0,5",0
88,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=70&q=human+in+the+loop&hl=en&as_sdt=0,5",0
77,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=60&q=human+in+the+loop&hl=en&as_sdt=0,5",0
66,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=50&q=human+in+the+loop&hl=en&as_sdt=0,5",0
22,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=10&q=human+in+the+loop&hl=en&as_sdt=0,5",0
33,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=20&q=human+in+the+loop&hl=en&as_sdt=0,5",0
55,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=40&q=human+in+the+loop&hl=en&as_sdt=0,5",0
110,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=90&q=human+in+the+loop&hl=en&as_sdt=0,5",0
