Rank,Author,Title,Citations,Year,Source,cit/year
102,"Ellis, J Kerr, S Godbole, G Lanckriet…",A random forest classifier for the prediction of energy expenditure and type of physical activity from wrist and hip accelerometers,169,2014,https://iopscience.iop.org/article/10.1088/0967-3334/35/11/2191/meta,24
40," Calle, V Urrea",Letter to the editor: stability of random forest importance measures,168,2011,https://academic.oup.com/bib/article-abstract/12/1/86/243935,17
58,"Rajagopal, W Xie, Y Li, U Wagner…",RFECS: a random-forest based algorithm for enhancer identification from chromatin state,168,2013,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597546/,21
47,"Wang, C Lai, X Chen, B Yang, S Zhao, X Bai",Flood hazard risk assessment model based on random forest,163,2015,https://www.sciencedirect.com/science/article/pii/S0022169415004217,27
69,"Li, RV Sanchez, G Zurita, M Cerrada…",Gearbox fault diagnosis based on deep random forest fusion of acoustic and vibratory signals,160,2016,https://www.sciencedirect.com/science/article/pii/S0888327016000340,32
36,"Deng, G Runger",Gene selection with guided regularized random forest,155,2013,https://www.sciencedirect.com/science/article/pii/S0031320313002422,19
82,"Chen, K Li, Z Tang, K Bilal, S Yu…",A parallel random forest algorithm for big data in a spark cloud computing environment,152,2016,https://ieeexplore.ieee.org/abstract/document/7557062/,30
94," Ahmad, M Mourshed, Y Rezgui",Trees vs Neurons: Comparison between random forest and ANN for high-resolution prediction of building energy consumption,148,2017,https://www.sciencedirect.com/science/article/pii/S0378778816313937,37
96,"Ließ, B Glaser, B Huwe",Uncertainty in the spatial prediction of soil texture: comparison of regression tree and Random Forest models,142,2012,https://www.sciencedirect.com/science/article/pii/S0016706111002953,16
66,"Lindner, PA Bromiley, MC Ionita…",Robust and accurate shape model matching using random forest regression-voting,142,2014,https://ieeexplore.ieee.org/abstract/document/6987312/,20
73,"Dubath, L Rimoldini, M Süveges…",Random forest automated supervised classification of Hipparcos periodic variable stars,141,2011,https://academic.oup.com/mnras/article-abstract/414/3/2602/1044210,14
60," Pham, T Kozakaya…",Count forest: Co-voting uncertain number of targets using random forest for crowd density estimation,140,2015,http://openaccess.thecvf.com/content_iccv_2015/html/Pham_COUNT_Forest_CO-Voting_ICCV_2015_paper.html,23
85,"Lempitsky, M Verhoek, JA Noble, A Blake",Random forest classification for automatic delineation of myocardium in real-time 3D echocardiography,138,2009,https://link.springer.com/chapter/10.1007/978-3-642-01932-6_48,12
80," Kane, N Price, M Scotch, P Rabinowitz",Comparison of ARIMA and Random Forest time series models for prediction of avian influenza H5N1 outbreaks,136,2014,https://link.springer.com/article/10.1186/1471-2105-15-276,19
110,Dia,GeneSrF and varSelRF: a web-based tool and R package for gene selection and classification using random forest,131,2007,https://link.springer.com/article/10.1186/1471-2105-8-328,9
90," Polishchuk, EN Muratov…",Application of random forest approach to QSAR prediction of aquatic toxicity,130,2009,https://pubs.acs.org/doi/abs/10.1021/ci900203n,11
77,"Lindner, S Thiagarajah, JM Wilkinson…",Fully automatic segmentation of the proximal femur using random forest regression voting,124,2013,https://ieeexplore.ieee.org/abstract/document/6497663/,16
39," Kulkarni, PK Sinha",Pruning of random forest classifiers: A survey and future directions,121,2012,https://ieeexplore.ieee.org/abstract/document/6282329/,13
88,"Butaye, H Jacquemyn, M Hermy",Differential colonization causing non‐random forest plant community structure in a fragmented agricultural landscape,119,2001,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0587.2001.tb00472.x,6
97,"Cerrada, G Zurita, D Cabrera, RV Sánchez…",Fault diagnosis in spur gears based on genetic algorithm and random forest,114,2016,https://www.sciencedirect.com/science/article/pii/S0888327015003921,23
32,"Bonissone, JM Cadenas, MC Garrido…",A fuzzy random forest,113,2010,https://www.sciencedirect.com/science/article/pii/S0888613X10000435,10
101,"Strobl, A Zeileis",Danger: High power!–exploring the statistical properties of a test for random forest variable importance,111,0,https://epub.ub.uni-muenchen.de/2111/,0
104,"Heung, CE Bulmer, MG Schmidt",Predictive soil parent material mapping at a regional-scale: a random forest approach,109,2014,https://www.sciencedirect.com/science/article/pii/S0016706113003443,16
74,"Puissant, S Rougier, A Stumpf",Object-oriented mapping of urban trees using Random Forest classifiers,108,2014,https://www.sciencedirect.com/science/article/pii/S0303243413000822,15
51, Kursa,Robustness of Random Forest-based gene selection methods,107,2014,https://link.springer.com/article/10.1186/1471-2105-15-8,15
95,"Kumar, M Thenmozhi",Forecasting stock index movement: A comparison of support vector machines and random forest,104,2006,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=876544,7
63,"Van Essen, C Macaraeg, M Gokhale…","Accelerating a random forest classifier: Multi-core, GP-GPU, or FPGA?",101,2012,https://ieeexplore.ieee.org/abstract/document/6239820/,11
108,"Hutengs, M Vohland",Downscaling land surface temperatures at regional scales with random forest regression,100,2016,https://www.sciencedirect.com/science/article/pii/S0034425716300992,20
76,"A Lee, AZ Kouzani, EJ Hu",Random forest based lung nodule classification aided by clustering,100,2010,https://www.sciencedirect.com/science/article/pii/S0895611110000418,9
70, Stekhoven,missForest: Nonparametric missing value imputation using random forest,98,2015,http://adsabs.harvard.edu/abs/2015ascl.soft05011S,16
84," Meng, Y Yu, LA Cupples…",Performance of random forest when SNPs are in linkage disequilibrium,98,2009,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-10-78,8
68,"Pei, TK Kim, H Zha",Unsupervised random forest manifold alignment for lipreading,90,0,https://www.cv-foundation.org/openaccess/content_iccv_2013/html/Pei_Unsupervised_Random_Forest_2013_ICCV_paper.html,0
64,"Mascaro, GP Asner, DE Knapp, T Kenned",A tale of two “forests”: Random Forest machine learning aids tropical forest carbon mapping,89,2014,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3904849/,13
105,"Khaidem, S Saha, SR Dey",Predicting the direction of stock market prices using random forest,89,2016,https://arxiv.org/abs/1605.00003,18
75,"Masetic, A Subasi",Congestive heart failure detection using random forest classifier,88,2016,https://www.sciencedirect.com/science/article/pii/S0169260715303369,18
59," Alam, ST Vuong",Random forest classification for detecting android malware,88,2013,https://ieeexplore.ieee.org/abstract/document/6682136/,11
72,"Farnaaz, MA Jabbar",Random forest modeling for network intrusion detection system,87,2016,https://cyberleninka.org/article/n/662657.pdf,17
92,"Yu, J Yuan, Z Liu",Unsupervised random forest indexing for fast action search,86,2011,https://ieeexplore.ieee.org/abstract/document/5995488/,9
62,"Bernard, L Heutte, S Adam",Influence of hyperparameters on random forest accuracy,85,2009,https://link.springer.com/chapter/10.1007/978-3-642-02326-2_18,7
83," Gislason, JA Benediktsson…",Random forest classification of multisource remote sensing and geographic data,85,2004,https://ieeexplore.ieee.org/abstract/document/1368591/,5
91,"Tang, H Ishwaran",Random forest missing data algorithms,84,2017,https://onlinelibrary.wiley.com/doi/abs/10.1002/sam.11348,21
103,"Petralia, P Wang, J Yang, Z Tu",Integrative random forest for gene regulatory network inference,83,2015,https://academic.oup.com/bioinformatics/article-abstract/31/12/i197/216803,14
53,"Khan, A Hanbury, J Stoettinger",Skin detection: A random forest approach,80,2010,https://ieeexplore.ieee.org/abstract/document/5651638/,7
57,"Ren, X Cao, Y Wei, J Sun",Global refinement of random forest,78,2015,http://openaccess.thecvf.com/content_cvpr_2015/html/Ren_Global_Refinement_of_2015_CVPR_paper.html,13
106,"Liu, M Song, D Tao, Z Liu, L Zhang…",Semi-supervised node splitting for random forest construction,76,2013,http://openaccess.thecvf.com/content_cvpr_2013/html/Liu_Semi-supervised_Node_Splitting_2013_CVPR_paper.html,10
98,"Akar, O Güngör",Classification of multispectral images using Random Forest algorithm,75,2012,https://www.researchgate.net/profile/Oezlem_Akar/publication/269988946_Classification_of_Multispectral_Images_Using_Random_Forest_Algorithm/links/55d6b72408aed6a199a4e528/Classification-of-Multispectral-Images-Using-Random-Forest-Algorithm.pdf,8
109," Naghibi, K Ahmadi, A Daneshi","Application of support vector machine, random forest, and genetic algorithm optimized random forest models in groundwater potential mapping",74,2017,https://link.springer.com/article/10.1007/s11269-017-1660-3,18
79,"Xu, X Guo, Y Ye, J Cheng",An Improved Random Forest Classifier for Text Categorization.,74,2012,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.300.5687&rep=rep1&type=pdf#page=67,8
81,Livingston,Implementation of Breiman's random forest machine learning algorithm,71,2005,https://datajobs.com/data-science-repo/Random-Forest-[Frederick-Livingston].pdf,4
86,"Fu, Q Zhang, G Qiu",Random forest for image annotation,70,2012,https://link.springer.com/chapter/10.1007/978-3-642-33783-3_7,8
107,"Zhang, M Wang",Search for the smallest random forest,50,2009,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2822360/,4
56,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=40&q=random+forest&hl=en&as_sdt=0,5",0
100,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=80&q=random+forest&hl=en&as_sdt=0,5",0
89,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=70&q=random+forest&hl=en&as_sdt=0,5",0
78,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=60&q=random+forest&hl=en&as_sdt=0,5",0
67,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=50&q=random+forest&hl=en&as_sdt=0,5",0
45,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=30&q=random+forest&hl=en&as_sdt=0,5",0
34,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=20&q=random+forest&hl=en&as_sdt=0,5",0
23,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=10&q=random+forest&hl=en&as_sdt=0,5",0
12,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=random+forest&hl=en&as_sdt=0,5",0
5,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=random+forest&hl=en&as_sdt=0,5",0
111,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=90&q=random+forest&hl=en&as_sdt=0,5",0
