Rank,Author,Title,Citations,Year,Source,cit/year
53,"Domeniconi, M A",Weighted cluster ensembles: Methods and analysis,196,2009,https://dl.acm.org/doi/abs/10.1145/1460797.1460800,16
19,"Van Erp, L Vuurpijl…",An overview and comparison of voting methods for pattern recognition,184,2002,https://ieeexplore.ieee.org/abstract/document/1030908/,10
86," Bolster, ME Martin, JD Aber",Determination of carbon fraction and nitrogen concentration in tree foliage by near infrared reflectances: A comparison of statistical methods,168,1996,https://www.nrcresearchpress.com/doi/abs/10.1139/x26-068,7
15," Hamill, C Snyder, RE Morss","A comparison of probabilistic forecasts from bred, singular-vector, and perturbed observation ensembles",167,2000,https://journals.ametsoc.org/doi/full/10.1175/1520-0493(2000)128%3C1835:ACOPFF%3E2.0.CO%3B2,8
51," Xu, DA Randall",Explicit simulation of cumulus ensembles with the GATE Phase III data: Comparison with observations,149,1996,https://journals.ametsoc.org/doi/abs/10.1175/1520-0469(1996)053%3C3710:ESOCEW%3E2.0.CO%3B2,6
72," Sunyer, H Madsen, PH Ang",A comparison of different regional climate models and statistical downscaling methods for extreme rainfall estimation under climate change,143,2012,https://www.sciencedirect.com/science/article/pii/S016980951100189X,16
41," Roe, A Okur, L Wickstrom, V Hornak…",Secondary structure bias in generalized Born solvent models: comparison of conformational ensembles and free energy of solvent polarization from explicit and …,137,2007,https://pubs.acs.org/doi/abs/10.1021/jp066831u,10
109," Gui, W Merzkirch",A method of tracking ensembles of particle images,133,1996,https://link.springer.com/article/10.1007/BF00189049,5
22, Dickey,A comparison of verbal instruction and nonverbal teacher-student modeling in instrumental ensembles,132,1991,https://journals.sagepub.com/doi/abs/10.2307/3344693,4
26," Cheng, LD Whiteley, CR Martin",Ultramicroelectrode ensembles. Comparison of experimental and theoretical responses and evaluation of electroanalytical detection limits,121,1989,https://pubs.acs.org/doi/full/10.1021/ac00182a024,4
97,"Cutler, G Zhao",Pert-perfect random tree ensembles,120,2001,https://www.researchgate.net/profile/Adele_Cutler/publication/268424569_PERT-perfect_random_tree_ensembles/links/551940c00cf2d241f355ee7b/PERT-perfect-random-tree-ensembles.pdf,6
69,"Abellán, CJ Mantas",Improving experimental studies about ensembles of classifiers for bankruptcy prediction and credit scoring,117,2014,https://www.sciencedirect.com/science/article/pii/S0957417413009676,17
42, Wilks,Comparison of ensemble-MOS methods in the Lorenz'96 setting,114,2006,https://www.cambridge.org/core/journals/meteorological-applications/article/comparison-of-ensemblemos-methods-in-the-lorenz-96-setting/0B0939CBF92FF6202CF24F6BA701FA90,8
62,"Green, J Björk, J Forberg, U Ekelund…",Comparison between neural networks and multiple logistic regression to predict acute coronary syndrome in the emergency room,111,2006,https://www.sciencedirect.com/science/article/pii/S0933365706001059,7
54,"P Canuto, MCC Abreu, L de Melo Oliveira…",Investigating the influence of the choice of the ensemble members in accuracy and diversity of selection-based and fusion-based methods for ensembles,111,2007,https://www.sciencedirect.com/science/article/pii/S0167865506002339,8
102,"Panov, S Džeroski",Combining bagging and random subspaces to create better ensembles,105,2007,https://link.springer.com/chapter/10.1007/978-3-540-74825-0_11,8
81,"Brzezinski, J Stefanowski",Combining block-based and online methods in learning ensembles from concept drifting data streams,104,2014,https://www.sciencedirect.com/science/article/pii/S0020025513008554,15
7," Kuncheva, ST Hadjitodorov…",Experimental comparison of cluster ensemble methods,99,2006,https://ieeexplore.ieee.org/abstract/document/4085900/,7
2,Minae,A Comparison of Resampling Methods for Clustering Ensembles.,94,0,http://www.lon-capa.org/papers/Behrouz_MLMTA2004.pdf,0
16,"Ismail, O Mutanga","A comparison of regression tree ensembles: Predicting Sirex noctilio induced water stress in Pinus patula forests of KwaZulu-Natal, South Africa",94,2010,https://www.sciencedirect.com/science/article/pii/S0303243409000750,9
48,"Buizza, DS Richardson…",Benefits of increased resolution in the ECMWF ensemble system and comparison with poor‐man's ensembles,92,2003,https://rmets.onlinelibrary.wiley.com/doi/abs/10.1256/qj.02.92,5
104, Díe,Diversity techniques improve the performance of the best imbalance learning ensembles,88,2015,https://www.sciencedirect.com/science/article/pii/S0020025515005186,15
43,"Alessandri, A Borrelli, A Navarra…",Evaluation of probabilistic quality and value of the ENSEMBLES multimodel seasonal forecasts: Comparison with DEMETER,76,2011,https://journals.ametsoc.org/doi/abs/10.1175/2010MWR3417.1,8
66,"Wischmeier, T Voss, S Börner, W Schade",Comparison of the optical properties of as-grown ensembles and single ZnO nanowires,74,2006,https://link.springer.com/article/10.1007/s00339-006-3589-x,5
28,"Schönhammer, V Meden",Fermion–boson transmutation and comparison of statistical ensembles in one dimension,72,1996,https://aapt.scitation.org/doi/abs/10.1119/1.18339,3
83, Chervin,On the comparison of observed and GCM simulated climate ensembles,69,1981,https://journals.ametsoc.org/doi/abs/10.1175/1520-0469(1981)038%3C0885%3AOTCOOA%3E2.0.CO%3B2,2
63," Lutz, WW Immerzeel, A Gobiet…",Comparison of climate change signals in CMIP3 and CMIP5 multi-model ensembles and implications for Central Asian glaciers,67,0,https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/73443/2/hess-17-3661-2013.pdf,0
57,"Ding, M Layten, C Simmerling",Solution structure of HIV-1 protease flaps probed by comparison of molecular dynamics simulation ensembles and EPR experiments,66,2008,https://pubs.acs.org/doi/abs/10.1021/ja800893d,5
6," Kazmirski, A Li, V Daggett",Analysis methods for comparison of multiple molecular dynamics trajectories: applications to protein unfolding pathways and denatured ensembles,65,1999,https://www.sciencedirect.com/science/article/pii/S0022283699928437,3
4,"Brehm, K Fiedler",Ordinating tropical moth ensembles from an elevational gradient: a comparison of common methods,62,2004,https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/ordinating-tropical-moth-ensembles-from-an-elevational-gradient-a-comparison-of-common-methods/E0EF9C5AB1A3C8723B56245C1F8BCB87,4
13,"Graczyk, T Lasota, B Trawiński…","Comparison of bagging, boosting and stacking ensembles applied to real estate appraisal",58,2010,https://link.springer.com/chapter/10.1007/978-3-642-12101-2_35,5
50,"Alves, MA Savageau",Comparing systemic properties of ensembles of biological networks by graphical and statistical methods,51,2000,https://academic.oup.com/bioinformatics/article-abstract/16/6/527/178043,2
96,Lindorf,Similarity measures for protein ensembles,46,2009,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2615214/,4
74,"Paci, CT Friel, K Lindorff‐Larsen…",Comparison of the transition state ensembles for folding of Im7 and Im9 determined using all‐atom molecular dynamics simulations with ϕ value restraints,41,2004,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.10595,2
55," Escobedo, CRA Abreu",On the use of transition matrix methods with extended ensembles,38,2006,https://aip.scitation.org/doi/abs/10.1063/1.2174010,3
70," Young, E Skordalakes, S Marqusee",Comparison of proteolytic susceptibility in phosphoglycerate kinases from yeast and E. coli: modulation of conformational ensembles without altering structure or …,35,2007,https://www.sciencedirect.com/science/article/pii/S0022283607002823,2
80,"Yussouf, DJ Stensrud",Comparison of single-parameter and multiparameter ensembles for assimilation of radar observations using the ensemble Kalman filter,34,2012,https://journals.ametsoc.org/doi/abs/10.1175/MWR-D-10-05074.1,4
9," Sunyer, IB Gregersen, D Rosbjerg…",Comparison of different statistical downscaling methods to estimate changes in hourly extreme precipitation using RCM projections from ENSEMBLES,26,2015,https://rmets.onlinelibrary.wiley.com/doi/abs/10.1002/joc.4138,4
32," Singh, V Raicu",Comparison between whole distribution-and average-based approaches to the determination of fluorescence resonance energy transfer efficiency in …,25,2010,https://www.sciencedirect.com/science/article/pii/S0006349510002134,2
91,"Köthur, M Sips, H Dobslaw…",Visual analytics for comparison of ocean model output with reference data: Detecting and analyzing geophysical processes using clustering ensembles,25,2014,https://ieeexplore.ieee.org/abstract/document/6876007/,4
58," Viney, J Vaze, FHS Chiew, JM Perraud…",Comparison of multi-model and multi-donor ensembles for regionalisation of runoff generation using five lumped rainfall-runoff models,23,2009,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.526.7461&rep=rep1&type=pdf,2
85,Brüschweiler,Efficient RMSD measures for the comparison of two molecular ensembles,22,2003,https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.10250,1
101,"Atencia, I Zawadzki",A comparison of two techniques for generating nowcasting ensembles. Part II: Analogs selection and comparison of techniques,22,2015,https://journals.ametsoc.org/doi/abs/10.1175/MWR-D-14-00342.1,4
10,"Panigrahi, R Pal, D Bhattacharyya",Structure and energy of non-canonical basepairs: comparison of various computational chemistry methods with crystallographic ensembles,22,2011,https://www.tandfonline.com/doi/abs/10.1080/07391102.2011.10507404,2
44,"Cazals, T Dreyfus, D Mazauric…",Conformational ensembles and sampled energy landscapes: Analysis and comparison,18,2015,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.23913,3
8,"P de Souto, RGF Soares, A Santana…",Empirical comparison of dynamic classifier selection methods based on diversity and accuracy for building ensembles,18,2008,https://ieeexplore.ieee.org/abstract/document/4633992/,1
93,"Szmacinski, R Badugu, F Mahdavi…",Large fluorescence enhancements of fluorophore ensembles with multilayer plasmonic substrates: Comparison of theory and experimental results,17,2012,https://pubs.acs.org/doi/abs/10.1021/jp3072876,2
37, Dickey,A comparison of the effects of verbal instruction and nonverbal teacher-student modeling on instructional effectiveness in instrumental music ensembles.,17,1989,https://elibrary.ru/item.asp?id=5962635,1
25,"Oakes, H Wilkins, R Riewe, D Kelker, T Forest",Comparison of traditional and manufactured cold weather ensembles,15,0,https://www.int-res.com/abstracts/cr/v05/n1/p83-90/,0
103," Wolfe, GS Chirikjian",Quantitative comparison of conformational ensembles,11,2012,https://www.mdpi.com/1099-4300/14/2/213,1
17,"Ɖurasević, D Jakobović",Comparison of ensemble learning methods for creating ensembles of dispatching rules for the unrelated machines environment,10,2018,https://link.springer.com/article/10.1007/s10710-017-9302-3,3
75,"M de Barros, SGT de Carvalho Santos",An overview and comprehensive comparison of ensembles for concept drift,10,2019,https://www.sciencedirect.com/science/article/pii/S1566253518308066,5
18,"Green, M Ohlsson",Comparison of standard resampling methods for performance estimation of artificial neural network ensembles,10,2007,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.212.8670&rep=rep1&type=pdf,1
11,"Li, L Wang, L Hao",Comparison of cluster ensembles methods based on hierarchical clustering,9,2009,https://ieeexplore.ieee.org/abstract/document/5231070/,1
46,"Kim, C Jang, DK Yadav, M Kim",The comparison of automated clustering algorithms for resampling representative conformer ensembles with RMSD matrix,9,2017,https://link.springer.com/article/10.1186/s13321-017-0208-0,2
33,"Batavičiūtė, M Ščiuka…",Direct comparison of defect ensembles extracted from damage probability and raster scan measurements,8,2015,https://aip.scitation.org/doi/abs/10.1063/1.4929963,1
31,"Re, G Valentini",An experimental comparison of Hierarchical Bayes and True Path Rule ensembles for protein function prediction,8,2010,https://link.springer.com/chapter/10.1007/978-3-642-12127-2_30,1
21,Torre,A comparison of combination methods for ensembles of RBF networks,7,2005,https://ieeexplore.ieee.org/abstract/document/1556013/,0
107,"Liu, H Guo, X Yuan",User-defined feature comparison for vector field ensembles,7,2017,https://link.springer.com/article/10.1007/s12650-016-0388-0,2
24,"Lourenço, ALN Fred",Comparison of Combination Methods using Spectral Clustering Ensembles.,6,2004,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.106.9700&rep=rep1&type=pdf#page=231,0
92,Philippe,Fermions in finite canonical ensembles: comparison between two formalisms,5,2000,https://iopscience.iop.org/article/10.1088/0305-4470/33/9/102/meta,0
65,"Pathical, G Serpen",Comparison of subsampling techniques for random subspace ensembles,5,2010,https://ieeexplore.ieee.org/abstract/document/5581032/,0
39,Makhtar,"Contributions to Ensembles of Models for Predictive Toxicology Applications. On the Representation, Comparison and Combination of Models in Ensembles.",4,2012,https://core.ac.uk/download/pdf/9631319.pdf,0
88," Sospedra, CAH Espinosa, MF Redondo",Ensembles of artificial neural networks: analysis and development of design methods,3,2011,https://www.researchgate.net/profile/Joaquin_Torres-Sospedra/publication/235679285_Ensembles_of_Artificial_Neural_Networks_Analysis_and_Development_of_Design_Methods/links/0a85e5305139cedfce000000.pdf,0
52,N Lutu,Empirical comparison of four classifier fusion strategies for positive-versus-negative ensembles,3,2011,https://dl.acm.org/doi/abs/10.1145/2072221.2072263,0
59,Kretowska,Comparison of tree-based ensembles in application to censored data,2,2014,https://link.springer.com/chapter/10.1007/978-3-319-07173-2_47,0
87, Fay,In search of effective jazz education: An analysis and comparison of pedagogical methods employed by directors of successful high school jazz ensembles,1,2013,http://search.proquest.com/openview/8ad1ca9741a309c1b7bd329d4c630e08/1?pq-origsite=gscholar&cbl=18750&diss=y,0
56,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=40&q=comparison+ensembles+methods&hl=en&as_sdt=0,5",0
100,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=80&q=comparison+ensembles+methods&hl=en&as_sdt=0,5",0
89,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=70&q=comparison+ensembles+methods&hl=en&as_sdt=0,5",0
78,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=60&q=comparison+ensembles+methods&hl=en&as_sdt=0,5",0
67,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=50&q=comparison+ensembles+methods&hl=en&as_sdt=0,5",0
45,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=30&q=comparison+ensembles+methods&hl=en&as_sdt=0,5",0
34,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=20&q=comparison+ensembles+methods&hl=en&as_sdt=0,5",0
23,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=10&q=comparison+ensembles+methods&hl=en&as_sdt=0,5",0
12,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=comparison+ensembles+methods&hl=en&as_sdt=0,5",0
5,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=comparison+ensembles+methods&hl=en&as_sdt=0,5",0
111,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=90&q=comparison+ensembles+methods&hl=en&as_sdt=0,5",0
