Rank,Author,Title,Citations,Year,Source,cit/year
54,"Micheletti, L Foresti, S Robert, M Leuenberger…",Machine learning feature selection methods for landslide susceptibility mapping,76,2014,https://link.springer.com/article/10.1007/s11004-013-9511-0,11
93,"Fragoudis, D Meretakis, S Likothanassis",Best terms: an efficient feature-selection algorithm for text categorization,74,2005,https://link.springer.com/article/10.1007/s10115-004-0177-2,5
37,"Miao, L Niu",A survey on feature selection,72,2016,https://www.sciencedirect.com/science/article/pii/S1877050916313047,14
78,"Cai, D Xu, Q Zhang, J Zhang, SM Ngai…",Classification of lung cancer using ensemble-based feature selection and machine learning methods,69,2015,https://pubs.rsc.org/en/content/articlehtml/2014/mb/c4mb00659c,12
103," Durant, MD Smith",Predicting the political sentiment of web log posts using supervised machine learning techniques coupled with feature selection,63,2006,https://link.springer.com/chapter/10.1007/978-3-540-77485-3_11,4
71," Semwal, J Singha, PK Sharma, A Chauhan…",An optimized feature selection technique based on incremental feature analysis for bio-metric gait data classification,60,2017,https://link.springer.com/article/10.1007/s11042-016-4110-y,15
109," Kosmicki, V Sochat, M Duda, DP Wall",Searching for a minimal set of behaviors for autism detection through feature selection-based machine learning,56,2015,https://www.nature.com/articles/tp20157,9
83,Kotsiantis,Feature selection for machine learning classification problems: a recent overview,55,2011,https://wwwnew.cs.upc.edu/~bejar/URL/articulos/Feature%20selection%202011%20Kotsiantis.pdf,6
58, A,Machine-learning-based feature selection techniques for large-scale network intrusion detection,35,2014,https://ieeexplore.ieee.org/abstract/document/6888858/,5
85," Alejandre, NC Cortés…",Feature selection to detect botnets using machine learning algorithms,27,2017,https://ieeexplore.ieee.org/abstract/document/7891834/,7
44,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=30&q=feature+selection+machine+learning&hl=en&as_sdt=0,5",0
77,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=60&q=feature+selection+machine+learning&hl=en&as_sdt=0,5",0
55,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=40&q=feature+selection+machine+learning&hl=en&as_sdt=0,5",0
99,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=80&q=feature+selection+machine+learning&hl=en&as_sdt=0,5",0
33,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=20&q=feature+selection+machine+learning&hl=en&as_sdt=0,5",0
88,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=70&q=feature+selection+machine+learning&hl=en&as_sdt=0,5",0
66,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=50&q=feature+selection+machine+learning&hl=en&as_sdt=0,5",0
22,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=10&q=feature+selection+machine+learning&hl=en&as_sdt=0,5",0
11,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=0&q=feature+selection+machine+learning&hl=en&as_sdt=0,5",0
110,Author not found,Could not catch title,0,0,"Look manually at: https://scholar.google.com/scholar?start=90&q=feature+selection+machine+learning&hl=en&as_sdt=0,5",0
